集計日,バージョン,key,タイトル,Age,TotalView,資産スコア,直近増加数,稼働日数,平均日次ビュー,安定性
2026-07-29,v1,n14d128958abc,3つの見せ方で楽しむファンタジーキャラクター制作ログ｜デザイン｜創作｜試行錯誤｜最近の学び｜,117,629.0,2.6,1,1,0.07,37.42
2026-07-29,v1,n198e113d8fa9,集中力・成績は「光」で決まる！体内時計と前頭前野を鍛える外遊びの真実 ―外遊びと学力の意外すぎる関係,286,495.0,2.6,1,1,0.07,37.42
2026-07-29,v1,n1a488193c9f5,ソーメン専門店で理解する、やさしいIRの入口,149,489.0,2.6,2,1,0.14,18.71
2026-07-29,v1,n1d32162cd219,【ロジック解説】データ構造から逆算したnoteタグ戦略の深淵,155,343.0,2.6,2,1,0.14,18.71
2026-07-29,v1,ne41b5368282d,"「初速は効く」はほんまに頑健なんか？ 4,166本で見直した話|Note運営|データ分析|",124,392.0,2.6,1,1,0.07,37.42
2026-07-29,v1,ne4b73186f941,【AIアート】その向こうに何があるか。,211,228.0,2.6,1,1,0.07,37.42
2026-07-29,v1,neb919b966dce,「Excelでええやん！」って思ってた私が、Python DataFrameに恋した話,298,255.0,2.6,2,1,0.14,18.71
2026-07-29,v1,neb9f4e6e71c0,「え、なんで動かんの？」から始まるPlotlyの旅 ― 可視化を“対話”に変えるまで,285,415.0,2.6,1,1,0.07,37.42
2026-07-29,v1,nee2cf5453f61,初期の実写を掘り返したら、まだ普通に好きやった｜AIアート｜創作｜,143,458.0,2.6,1,1,0.07,37.42
2026-07-29,v1,n05348e338123,OASOBI第7回|参加表明|文字の中にみんなを住まわせた|OとIは敵｜2/20公開,163,467.0,2.6,2,1,0.14,18.71
2026-07-29,v1,nfe531191f233,「ハッシュタグ」はデータで選べ。フォロワー外に届けるための“新・タグ設計術”,157,605.0,2.6,1,1,0.07,37.42
2026-07-29,v1,n023ff6bdcf19,JSON構造プロンプトを“写真以外”に拡張する：電車／プロダクト／人物／風景／イラストまで横展開できる「共通フレーム」入門,236,287.0,2.6,2,1,0.14,18.71
2026-07-29,v1,n010c671b5d53,「Context Engineering 2.0」論文の独自解釈,263,152.0,2.6,1,1,0.07,37.42
2026-07-29,v1,n00864a9be6ee,光はどこから入るの？「肌」と「目」の仁義なき戦い！〜「最強の光の浴び方」〜,297,180.0,2.6,1,1,0.07,37.42
